headline;analytics
Scaling a Small Data Team with the Power of Machine Learning;1
Harte Hanks Brings Next Generation Data and Analytics to Marketers with Opera Solutions’ Signal Hub Platform;1
Top Technical Analysis Tools for Traders;1
GE Introduces New Analytics to Advance Electric Grid Operations;1
How Harnessing Data Can Lead to Better Financial Outcomes;1
Data Science Salon for Healthcare, Finance & Technology;1
Microsoft Azure AI for Health Initiatives;1
Alzheimer’s Disease Data Initiative launches new AD Workbench to foster greater global research innovation and accelerate breakthroughs in Alzheimer’s disease and related dementias;1
An Enterprise AI Platform Created to Make Industry 4.0 a Reality;1
Interview: Razorsight Delivers Analytics Solutions for Communications World;1
Unisys Survey Finds Airports’ Investment in Analytics Technology Set to Soar as Digital Transformation Needs Take Flight;1
Legal and Compliance Function Needs Data Scientists;1
Nova ferramenta do Google ajuda os clientes a escolher os data centers com menor pegada de carbono;1
AI: technology to fight financial criminals and money launderers;1
10 Data-Driven Design Tips for Creating Advertisements;1
Why hybrid cloud environments require live data replication technology;1
How workforce planning analytics builds stronger businesses;1
IBM Streams brings real-time insights to IBM Cloud Pak for Data;1
Modernize applications with automated, self-service data;1
Why data science at banks is missing the mark, and how to fix it;1
3 IBM Analytics events you can't miss this fall;1
How advanced analytics pulls insights from the weather, part 2 ;1
How advanced analytics pulls insights from the weather, part 1;1
5 fundamental questions for your data journey;1
Can data governance create user satisfaction?;1
Ingest and analyze streaming event data at scale with IBM Db2 EventStore;1
9 experts answer your top data science & machine learning questions;1
Octo Telematics Transforms the Insurance Industry with Machine Learning and Analytics Platform;1
3 Reasons Why Data Collection Won’t Work Without Human Interference;1
COVID-19 Dashboard Uses Machine Learning to Track Global Pandemic;1
Current-Day Problems with Analytic Rendering: Why an Open Standard is Needed and What an API Design Could Look Like;1
Machine Learning Comes to Tour de France;1
Keys to Managing Real Time Data During COVID-19;1
Machine Learning is Your Secret Weapon for Customer Acquisition;1
\nLeveling Up to Custom Actionable Analytic Apps with Sisense BloX ;1
How Money Laundering Concerns Require New AI Monitoring Solutions;1
4 Amazing Time Saving Analytics Tools For Social Media Marketing;1
Has Machine Learning Made Cryptocurrencies Traceable?;1
O Banco do Futuro Terá Cofres de Dinheiro e Cofres de Dados;1
Rise of AI has seen adoption of automation tools across various sectors;1
Data Analytics Help Safeguard Businesses From Online Scams;1
Data analytics is critical for preventing investing mistakes;1
Invaluable Tips for Selecting Internet Service in the Age of Big Data;1
Comparing and Contrasting Two Innovative Analytics-Driven CMS Platforms;1
Band Protocol Partners with digital asset data company Brave New Coin to bring decentralized price reference data to DeFi;1
Will COVID-19 Show the Adaptability of Machine Learning in Loan Underwriting?;1
Narrow AI Helps Call Centers Cope During COVID-19;1
Calling All Data Professionals: SQream Launches the Massive Data Video Challenge;1
Comparative Testing of GPU Servers with New NVIDIA RTX30 Video Cards in AI/ML Tasks;1
O ambiente PCI Compliant e a segurança no uso dos dados;1
Kirin 9000, processador da Huawei, deixa vídeos borrados em alta definição graças à IA;1
Mount Yale announces launch of Alpha Intelligent StrategiesSM employing machine learning and ensemble methods – Plans to launch ETFs.;1
Data center do Google vai substituir diesel por baterias;1
The Continuous Intelligence Report: The State of Modern applications, DevSecOps and the Impact of COVID-19;1
New Research from TrueCue Reveals Majority of Local Authorities are Providing Incoherent Data Analytics Training for Staff;1
Democratização dos dados passa pela tecnologia da informação;1
Pesquisa em inteligência artificial deve ter tom positivo, indica Google;1
The 6 Types of Data Everybody Should Know to Avoid Confusion;1
How to retain your data privacy amidst the growing data harvesting concerns;1
Como Algoritmos Evolucionários se comparam?;1
IBM Cloud Pak for Data update brings more automation, speed to digital transformations;1
New Open-Source Tools Use Machine Learning to Streamline Content Writing Process;1
5 Data-Driven Amazon Ads Ideas to Skyrocket Sales;1
3 NLP Trends Prime for Improvement in the New Year;1
The Pivoting Role of Internet Safety Rules in the Era of Big Data;1
Amazing Data-Driven Software Applications Revolutionizing Inventory Optimization;1
Dispelling the myths: IBM’s ongoing investment in IBM Planning Analytics, powered by IBM TM1;1
Can Data-Driven Accounts Receivable Management Strengthen Client Relationships?;1
App é obrigado a excluir fotos de usuários por treinar IA sem permissão;1
AI-driven Platform Identifies and Remediates Biases in Data;1
When data met water in Kenya: IBM Service Corps;1
Necessária para o ‘novo normal’, Indústria 4.0 depende de gestão dos dados e da informação;1
Molecula Secures $17.6 Million in Series A Funding to Democratize Machine-Scale Analytics and AI;1
A.I. Generated This Hilarious Eminem Diss Of Mark Zuckerberg;1
No-Code, 5G, AI, dados e segurança: 5 aspectos de TI para ficar de olho;1
Minerva Foods recebe habilitação para exportar carne processada aos EUA;0
Reunião que define diretrizes do Plano Safra está prevista para esta segunda, 21;0
Inovações no manejo de pragas e doenças contribuem com a qualidade da safra;0
Usina de açúcar e etanol Batatais anuncia compra da Cevasa Por Reuters;0
USDA volta a reduzir índice de lavouras de soja e milho em boas/excelentes condições dos EUA nesta 2ª feira;0
Minerva Fine Foods conquista habilitação para exportar produtos cozidos e congelados aos EUA;0
CNH Industrial adquire a Raven Industries;0
Frango: preços estáveis ou com leve queda nesta segunda-feira (21);0
Exportações brasileiras podem ter ano histórico em 2021;0
Milho: B3 cai nesta 2ªfeira e segue com tendência de baixa;0
Quais são as frutas da época? Saiba aqui;0
Café: Após dia volátil, baixo volume de chuva volta a dar suporte e arábica sobe em NY;0
Rússia deve fornecer trigo para Argélia pela 1ª vez em mais de quatro anos Por Reuters;0
Brasil exporta mais de 610 mil t de açúcares e melaços na 3ª semana de junho;0
Cana: Estiagem prolongada deve derrubar moagem no PR entre 6% a 10% em 21/22;0
Embarques de carne suína têm ritmo mais fraco e temor por redução de compras pela China;0
Exportação de soja do Brasil em junho reduz ritmo e fica abaixo de 2020, diz Secex;0
Poder de compra do avicultor cresce;0
Exportações de carne de frango atingem 90% do faturamento de junho/20 em 13 dias úteis;0
Açúcar salta mais de 2% nesta segunda-feira na Bolsa de NY;0
Procafé confirma maior volume de grão chocho e grão moca e alerta para rendimento da safra;0
Estimativas da Epagri indicam safra de inverno positiva em Santa Catarina;0
Volume exportado de carne bovina registra avanço na 3ª semana de Junho/21;0
Programa para descomplicar o agro é lançado;0
Exportação de milho avança pouco na semana e junho/21 ainda não embarcou nem 1% do registrado em junho/20;0
Cursos do SENAR-PR oferecem apoio para as atividades dentro da propriedade;0
Safras & Mercado alerta para possibilidade de redução nas exportações de carne bovina para a China no segundo semestre;0
Governo Federal entrega mais de 50 mil títulos no Pará;0
ANP: Etanol está menos competitivo que gasolina em todos os estados do Brasil e no DF;0
USDA traz embarques semanais de milho e soja dos EUA dentro das expectativas;0
Importação de milho GMO dos EUA não compensa para setor de proteína animal;0
Projeto da Epamig vai transformar a cafeicultura em Minas Gerais;0
Peru eleva em 30% exportação de tangerina nos dois primeiros meses de campanha;0
Especialista da Secretaria da Agricultura prevê inverno dentro da normalidade no RS;0
Em Cristalina/GO milho de sequeiro deve produzir metade do milho irrigado e estimular investimentos;0
Sauditas flexibilizam exigência para carne bovina do Brasil;0
Copersucar agora lidera o comércio de açúcar;0
Exportação de carne bovina segue consistente, mas preocupação com China aumenta;0
Usinas já fixaram preço de 21% do açúcar a ser exportado em 2022/23;0
Soja sobe em Chicago nesta 2ª feira com China comprando e chuvas mal distribuídas nos EUA;0
Frango halal atinge marca de quase 800 mil toneladas embarcadas nos primeiros cinco meses de 2021;0
Governo de Goiás trabalha na execução do Programa Estadual de Bioinsumos;0
Consumo global de café deve superar produção em 2021;0
Soja sobe em Chicago com previsão de seca no Meio-Oeste dos EUA e demanda da China Por Reuters;0
"Açúcar bruto reverte mínimas e avança na ICE; café arábica também fecha em alta Por Reuters";0
Brasil precisa de lei para monitoramento indireto de gado, diz ministra;0
O que falta para a conexão e a digitalização do campo?;0
Agricultores dos EUA apostam no sorgo com aumento da demanda chinesa;0
Produtores cobram medidas do governo para reverter escassez de milho no mercado interno;0
Sojicultor do Paraná vence desafio com produtividade 120% maior que a média;0
"Agenda: BC traz nesta 3ª a ata da última reunião do Copom; Mapa lança Plano Safra";0
44ª edição da Expointer é confirmada;0
Algodão: Produção em 2020/21 ficará entre 2,2 mi e 2,6 mi de toneladas;0
MT inicia colheita de milho com expectativa de produtividade cada vez menor;0
Daoud: Plano Safra vai frustrar expectativa dos produtores;0
EUA consomem menos suco, anulam safra ruim no Brasil e preços derretem;0
"Custo de produção de frango sobe 20% até maio; de suínos avançou 11%";0
"excelente, diz USDA; soja fica em 60% Por Reuters";0
ANFACER realiza Projeto Comprador América do Sul 2021 com o apoio da Apex-Brasil;0
Faturamento bruto estimado dos Cafés do Brasil da espécie arábica corresponde a 78% e de conilon a 22% do total das lavouras cafeeiras;0
Courovale recebe o selo Diamante na Certificação de Sustentabilidade do Couro;0
"Copersucar eleva vendas de açúcar em 20/21 para 5,4 mi t; tem faturamento recorde";0
MINAS GERAIS - Técnicos da Conab iniciam pesquisa de grãos no estado;0
EUA e Brasil devem reduzir produção de etanol nos próximos meses;0
Preço do etanol avança e ultrapassa R$ 5, aponta Ticket Log;0
Balança comercial de amendoim in natura atinge US$ 70,8 milhões entre janeiro e abril de 2021;0
Estimativa da produção de cana-de-açúcar em Goiás é destaque no boletim Agro em Dados de junho;0
Mitigação da seca por bactérias benéficas;0
Milho: B3 permanece em mais um dia de quedas nesta 3ªfeira;0
Exportação de amendoim in natura soma US$ 70,8 milhões até abril e em dez anos cresce 433%, diz Abicab;0
Contratos futuros do açúcar recuperam parte das perdas e iniciam semana em alta;0
Indicadores do etanol oscilam;0
As abelhas e o agronegócio, por Heber Luiz Pereira;0
Transporte marítimo de cargas foi impactado pela pandemia;0
"Exportação: média diária de soja diminui; embarques de milho seguem fracos mas crescem no algodão";0
Futuros do milho estendem quedas na B3 no início desta 3ªfeira;0
Mais 3.000 toneladas de milho disponíveis para cadastrados no ProVB em MA;0
Lagarta-do-cartucho: biodefensivo desenvolvido em parceria com Embrapa promete 100% de controle;0
"Soja recua em Chicago nesta 3ª feira; fundos reduzem agressivamente suas posições compradas";0
Milho: setor produtivo pede mais incentivos à importação para aumentar oferta;0
Chuva deve seguir a conta gotas no Paraná;0
Expointer: governo do RS confirma evento para 4 de setembro;0
Crise dos insumos: super valorização dos grãos ameaça indústria e criadores;0
Lucro da Copersucar cresce 215% e atinge R$ 375 milhões no ano safra 2020;0
Plano Safra 2021/22 será lançado nesta terça-feira (22);0
Sojicultores do Brasil já podem identificar seus níveis de digitalização por meio de plataforma gratuita;0
Reforço nas pastagens ajuda a otimizar custos da produção de leite;0
Companhia assume liderança brasileira de bioinseticidas;0
"Milho registra o menor preço desde março; confira notícias desta terça";0
Abiarroz: Pandemia eleva em mais de 170% custo do transporte marítimo de cargas;0
Inflação acumula taxa de 2,05% somente no primeiro trimestre do ano;0
Sauditas querem laços estratégicos com o Brasil;0
Secretaria da Agricultura inicia distribuição de 200 mil sacas de sementes de milho do Programa Terra Boa;0
Colheita do milho avança pouco em MT e custo de produção sobe, aponta o Imea;0
Dangote, da Nigéria, vai iniciar exportações de fertilizantes para EUA e Brasil Por Reuters;0
Custos de produção de frangos aumenta quase 20%;0
EUA e Brasil devem reduzir produção de etanol nos próximos meses Por Reuters;0
Gigante agro lança dez cultivares para Brasil e Paraguai;0
Cana: Perdas na safra 21/22 devem ser compensadas por preços maiores, vê Rabobank;0
Desempenho exportador das carnes na 3ª semana e nos dois primeiros decêndios do mês de junho;0
"21 para 5,4 mi t; tem faturamento recorde Por Reuters";0
Inmet destaca mais chuvas no RS, baixa umidade no Brasil Central e nova massa de ar frio na última semana do mês;0
Biológico obtém 100% de eficácia contra lagarta-do-cartucho;0
Produtores de coco do Ceará aumentam renda com assistência técnica do Senar;0
Lavoura em Pinhão/PR produziu 129,16 sacas de soja por hectare e foi a vencedora do Cesb 21;0
Exportação de amendoim cresceu 433% em dez anos;0
Reunião vai avaliar seguro rural para pecuária de leite e de corte;0
CNA debate escassez de milho para a produção agropecuária;0
Câmara presta homenagem a ex-ministro da Agricultura indicado ao Nobel da Paz;0
Embarques de carne de frango apresentaram recuperação na terceira semana de junho;0
Produção de grãos de sorgo no Semiárido supera em quase duas vezes a média brasileira;0
Novo produto biológico obtém 100% de eficácia no controle da lagarta-do-cartucho;0
Quebra na 2ª safra reduz produção de milho 20/21 do Brasil a 93,9 mi t, apontam analistas;0
Setor avícola gaúcho se mantém na linha de recuperação das exportações avícolas;0
Etanol/Cepea: Indicadores oscilam, mas altas prevalecem na parcial da safra;0
México bloqueia embarques de carne suína da maior fábrica de suínos do mundo nos EUA;0
Bloomberg: plantel suíno na China está quase recuperado da Peste Suína Africana;0
Investir em capital humano é a saída para encontrar soluções para problemas climáticos, produtivos e econômicos;0
Pulverização, tecnologia e meio ambiente;0
Preços altos do etanol prevalecem na parcial da safra;0
Baculovírus é registrado contra lagarta no Quênia;0
Soja volta a testar leves altas em Chicago com rumores de mais demanda nos EUA;0
Oeste baiano: Ceplac visita novo polo de produção de cacau do Brasil;0
Rodadas digitais de negócios da América Latina devem gerar US$ 2,3 milhões;0
Mapa atualiza norma de certificação fitossanitária internacional;0
A força do agronegócio no Triângulo Mineiro;0
ABEST Abit e marcas associadas na feira SPLASH PARIS;0
Governo anuncia Plano Safra 2021/22 com R$ 251,2 bilhões para pequenos, médios e grandes produtores rurais;0
Acordos comerciais com Indonésia e Vietnã terão impacto de R$ 25,7 bilhões no PIB até 2040, prevê Secex;0
Melhoramento genético: seminário da Embrapa Cerrados destaca programas de girassol, pitaya, bovino Nelore e microrganismos multifuncionais nesta quinta (24);0
Conectividade é desafio gigantesco para o agro, afirma presidente da Embrapa;0
Bioeconomia é principal bandeira do Plano Safra 2021/2022;0
Comércio Brasil-EUA se recupera da maior retração em 11 anos e tem alta de 10,9% entre janeiro e maio;0
Posição do STF sobre demarcações de terras indígenas pode ser alterada;0
CNA debate importância da distribuição veterinária para sanidade animal;0
Área da Abertura Oficial da Colheita do Arroz está sendo preparada;0
Comissão do Mercosul revisa requisitos fitossanitários para milho e mirtilo;0
Plano Safra fica mais ‘verde’ com fortalecimento de programas de bioinsumos e energia renovável;0
Announcing the agenda for Extreme Tech Challenge Global Finals presented by TechCrunch;0
Plataforma Intacta 2 Xtend® lança capacitação online para produtores rurais e operadores de máquinas;0
Brasil abre as portas para Arábia Saudita conhecer a diversidade dos cafés nacionais;0
Copersucar registra R$ 38,7 bilhões de faturamento na safra 2020-21;0
Yara firma parceria com AgTech Garage, hub de inovação para startups do agronegócio;0
VIII Seminário de Políticas Públicas foi reproduzido mais de 1.200 vezes;0
CNA discute base de dados da Conab sobre o setor de hortifrúti;0
Plano Safra: confira os recursos para a temporada 2021/22;0
GDM mira mercado Europeu com estação de pesquisa na Hungria;0
"22 eleva recursos a R$251 bi; juros também sobem Por Reuters";0
Carne bovina: governo argentino reestabelece exportação, mas define cotas para produtores;0
VLI fecha contrato de concessão de terminal integrador no Maranhão por 15 anos;0
Núcleo de Mudas Pré-Brotadas da BP Bunge investe em variedades mais produtivas para abastecer canaviais;0
VLI fecha contrato de concessão de terminal integrador no Maranhão por 15 anos Por Reuters;0
Scot Consultoria: Manutenção dos preços da arroba em São Paulo;0
Soja: exportações renderam até o momento US$ 24 bi em 2021, contra US$ 28,5 bi em todo ano passado;0
"Milho 2ª safra do Paraná tem leve melhora com chuvas; plantio de trigo vai a 92% Por Reuters";0
Rússia pode fornecer até 1 mi t de trigo para Argélia na nova temporada Por Reuters;0
Milho se desvaloriza no Brasil nesta 3ªfeira e atinge menor nível em 3 meses e meio;0
Novas iniciativas dão apoio aos produtores de cana;0
Argentina limita exportação de carne até o final do ano para garantir preços domésticos Por Reuters;0
Nespresso apresenta novo café da linha Master Origins desenvolvido em região revitalizada na Nicarágua;0
Open Banking veio para eliminar os efeitos da concentração de mercado;0
Open Banking deve trazer taxa média de juros mais baixa já em 2021;0
FEBRABAN NEWS - Circulação de dinheiro em espécie se reduz nos primeiros meses do Pix;0
"Banco Central inicia primeira fase do Open Banking; o que esperar?";0
Uso do Pix cresce 50% ao mês para o e-commerce;0
Como o Open Banking irá impactar todos os momentos da sua vida?;0
O sucesso do PIX em números;0
Pix terá mecanismo especial de devolução em novembro;0
Reclamações contra o PIX crescem quase 100%, segundo o Banco Central;0
Banco Central faz consulta pública para saque e troco com Pix;0
Whatsapp Pay: entenda o funcionamento das transferências e como configurá-las;0
Pix ainda encontra dificuldades para entrar no varejo digital;0
Inovadores, porém diferentes: PIX e Open Banking e suas dinâmicas distintas;0
No Banco PAN, transações com PIX já superam volume de TEDs;0
Transporte público de SP vende passagem no WhatsApp e aceita PIX;0
Como comprar Bilhete Digital QR Code pelo WhatsApp usando PIX;0
"Mensagem no WhatsApp alerta sobre novo golpe do PIX; confira";0
Banco Central cria mecanismo especial para devolver valores no PIX;0
"Bug do PIX em dobro é golpe; saiba identificar";0
PIX: BC propõe saque gratuito de dinheiro em lojas 4 vezes por mês;0
iFood agora aceita PIX como forma de pagamento;0
'Grupos de PIX' no WhatsApp podem ser golpes de pirâmide, alerta BC;0
"Open Banking vai além dos serviços bancários; conheça as vantagens";0
Ninguém precisa entender o “Open Banking” para lucrar com isso;0
Nubank propõe definições de autorregulação de open banking no Brasil;0
Guiabolso antecipa benefícios do PIX e Open Banking;0
O que é 'Open Banking' e como isso vai mudar a economia brasileira;0
Open banking é seguro? O que isso muda em minha vida?;0
99 passa a aceitar Pix para pagar corridas e delivery;0
Banco Central adia início da fase 2 do Open Banking;0
Banco Central adia fase 2 do Open Banking para agosto;0
Os pagamentos no WhatsApp são uma ameaça ao Pix?;0
APIs e nuvem híbrida: a estratégia do Original para o Open Banking;0
With open banking on the horizon, the fintech-SME love story is just beginning;0
Revolução do Open Finance deve estar centrada na experiência do usuário;0
Estudo: cibercriminosos miram APIs utilizadas no open banking;0
Pix já conquista o pequeno comércio;0
The Evolution of Digital Banking Post COVID-19;0
Ultradata helps 37 banks join a new era for Open Banking;0
Oakbrook Finance launches Open Banking first in lending aggregator market;0
Konsentus launches international Open  Banking Hub;0
Open Banking: As expectativas de especialistas com o novo sistema;0
Uber Eats começa a aceitar pagamentos via Pix;0
Pix: novo sistema de pagamento instantâneo entra em funcionamento;0
Pensando no PIX, TOTVS lança solução de pagamento digital;0
PIX: muito além da rapidez e do custo;0
Veja dicas para evitar eventuais golpes no Pix;0
O PIX vale mesmo a pena?;0
Primeiro dia de cadastro do Pix tem instabilidade em apps de bancos;0
Kaspersky alerta: golpistas usam pré-cadastro no Pix para roubo;0
Pix trará revolução para os pagamentos digitais no Brasil;0
A entrada do PIX e os impactos nos meios de pagamento;0
Open banking abre oportunidades, mas exige cuidado na jornada de dados;0
Qual o impacto da tecnologia nos bancos durante a pandemia do COVID-19?;0
Sistema de pagamentos instantâneos brasileiro avança mesmo em meio à crise;0
Atualizações do BC levam ecossistema bancário a novo patamar de inovação;0
O papel do Conselho Deliberativo na implementação do Open Banking;0
Open banking no Brasil: Banco Central trabalha na governança;0
Entenda sobre Open Banking, sistema que revolucionará o mercado financeiro;0
Regulamentação do Open Banking: Brasil rumo a um sistema financeiro mais inclusivo;0
Impacto do Open Banking sobre o mercado brasileiro em 2020;0
O que esperar da nova legislação sobre open banking;0
PIX: novos desafios para a segurança dos dados;0
Tributos fiscais poderão ser pagos com PIX usando QR code;0
Vivo adota PIX como meio de pagamento para recarga;0
FEBRABAN orienta como evitar golpes na Black Friday;0
Bancos estão prontos para o início do Pix na próxima segunda-feira (16);0
Aviso de pauta, hoje (9), às 12h - FEBRABAN E BANCO CENTRAL DEBATEM PIX: O QUE VEM PELA FRENTE;0
Pix reduzirá uso de dinheiro em espécie e trará  mais agilidade ao comércio, avalia FEBRABAN;0
Confira 25 dicas para se prevenir de golpes financeiros;0
Cadastro das chaves Pix deve ser feito nos canais oficiais do banco;0
Clientes podem cadastrar chave Pix a partir de segunda-feira (5);0
Veja 6 dicas para evitar golpes com o Pix;0
Pix: como não ser mais uma vítima de hackers nas compras de Natal;0
Cobrança de PIX para datas futuras é adiada para março de 2021;0
Implantação do Pix no Brasil deve considerar a experiência do usuário, defende advogado;0
O que é o PIX? Coisas que você provavelmente ainda não leu e não sabe sobre o PIX;0
Antes mesmo de funcionar, PIX já é utilizado para aplicar golpes;0
A introdução do open banking não exime a necessidade de atuação do órgão antitruste;0
É preciso abrir uma nova conta para acessar o PIX?;0
PIX vai mudar as relações de consumo;0
PIX, open banking e concorrência no setor financeiro;0
Os objetivos do Open Banking, suas implicações em segurança da informação e cases da API (Application Programming Interface);0
Advogados abordam desafios na adoção do Open Banking no Brasil;0
Open Banking: Mercado brasileiro se prepara para adotar sistema financeiro aberto;0
"Open Banking - O Brasil está preparado para tamanha ""erupção""?";0
Magazine Luiza compra 100% da instituição de pagamentos Hub Prepaid;0
Regulamentação do open banking no Brasil sairá em breve, segundo Banco Central;0
PIX é o fim das maquininhas? Veja tudo o que você precisa saber sobre a novidade;0
Hoje (17), às 15h - Debate ao vivo: “Pix: O balanço de um  mês e o que vem pela frente”;0
Conta do celular poderá ser paga com Pix;0
Lift Lab 3ª Edição bate recorde na entrega de projetos finalizados ;0
Registrato passa a contar com o Pix ;0
Nova funcionalidade do Pix permite facilitar a gestão de cobranças;0
Primeiras transações com Pix acontecem em 3 de novembro;0
Nova instituição facilita a iniciação de pagamentos;0
Pix agora pode ser usado para o pagamento do guia eSocial;0
PIX pode ser usado para pagamento de guia do eSocial;0
Pix deve substituir mais boleto e dinheiro do que TED/DOC, diz estudo;0
KaBuM! passa a aceitar PIX como forma de pagamento;0
Vivo aceita Pix na recarga de pré-pago e dá 10 GB de bônus;0
Como fazer um Pix pelo PicPay;0
Banco Central adiou o 'Pix Cobrança', o substituto dos boletos;0
Como fazer um PIX pelo Itaú;0
PIX movimentou R$ 83,4 bilhões em apenas 1 mês;0
O PiX pode substituir o boleto bancário?;0
Pix deve ganhar força no varejo após o Natal;0
O que é 'Open Banking' e como isso vai mudar a economia brasileira;0
Guiabolso antecipa benefícios do PIX e Open Banking;0
Ninguém precisa entender o “Open Banking” para lucrar com isso;0
Nubank propõe definições de autorregulação de open banking no Brasil;0
Motoristas de São Paulo já podem pagar IPVA usando PIX;0
Tudo o que os comerciantes precisam saber sobre o PIX;0
How Fintechs benefit by partnering with banks—and vice versa;0
Open banking abre oportunidades, mas exige cuidado na jornada de dados;0
Qual o impacto da tecnologia nos bancos durante a pandemia do COVID-19?;0
Open banking no Brasil: Banco Central trabalha na governança;0
Entenda sobre Open Banking, sistema que revolucionará o mercado financeiro;0
Impacto do Open Banking sobre o mercado brasileiro em 2020;0
5 ações que vão impactar o mercado de crédito brasileiro em 2020;0
Pix: como não ser mais uma vítima de hackers nas compras de Natal;0
Veja 6 dicas para evitar golpes com o Pix;0
PIX: novos desafios para a segurança dos dados;0
Uber Eats começa a aceitar pagamentos via Pix;0
Pix: novo sistema de pagamento instantâneo entra em funcionamento;0
Pensando no PIX, TOTVS lança solução de pagamento digital;0
A hora e a vez dos pagamentos sem contato;0
Veja dicas para evitar eventuais golpes no Pix;0
O PIX vale mesmo a pena?;0
Primeiro dia de cadastro do Pix tem instabilidade em apps de bancos;0
Kaspersky alerta: golpistas usam pré-cadastro no Pix para roubo;0
Golpe no PIX promete dobrar dinheiro no Superdigital;0
PIX já pode ser usado para pagar guia do eSocial;0
Open banking é seguro? O que isso muda em minha vida?;0
"Golpe via PIX: Nubank alerta sobre suposto ""bug"" que promete dinheiro em dobro";0
"PIX vira novo método de paquera virtual no país; entenda";0
Konsentus acquires Open Banking Europe  from PRETA;0
Itaú transfere R$ 1 mi indevidamente por falha com PIX e abre processo;0
Pix já responde por quase 80% das transferências bancárias;0
Confira a agenda de tecnologia dos bancos para 2021;0
Pix poderá ser usado para pagar conta de luz em 11 estados;0
Erro que fez Itaú transferir por engano R$ 1 milhão expõe duas fragilidades do Pix;0
Após falha no PIX, Itaú processa bancos para reaver R$ 100 milhões;0
Paquera pelo PIX pode deixar usuários em risco, alerta ESET;0
Open Banking: o novo passo na jornada de transformação do setor bancário;0
LGPD, PIX e Open Banking: quais são os impactos para o setor financeiro?;0
WhatsApp Pay será aprovado pelo BC ainda no 1° semestre deste ano, diz presidente da Cielo;0
Commodities: confira a visão de gestoras e bancos sobre as melhores oportunidades e os riscos no horizonte;0
Primeira edição do LIFT Learning resulta em quatro projetos;0
Pix: BC vai integrar contas-salário no sistema de pagamentos, além de parcelamento e débito automático;0
WhatsApp Pay pode vir neste semestre e Integrado ao PIX;0
Com Pix e agenda do Open Banking, Mercado Pago está otimista para 2021;0
Consumidores poderão usar o Pix para parcelar pagamentos;0
Mercado Pago vê movimento de adesão ao Pix em estabelecimentos comerciais;0
Pix supera TED e DOC e terá novos recursos em 2021, revela BC;0
WhatsApp Pay será lançado com PIX em 2021, indica Cielo;0
Como receber PIX sem revelar seu CPF ou telefone;0
"Open Banking começa nesta segunda-feira; entenda";0
Primeira fase do open banking começa nessa segunda. O que você precisa saber;0
Do Open Banking ao Open Everything: os conceitos que estão revolucionando o mercado;0
O mercado de UX em um ano pandêmico: Empresas e cargos;0
O mercado de UX em um ano pandêmico: Perfil do profissional de UX;0
Disney +: o produto com menos experiência da Disney;0
Matriz CSD: tudo o que você precisa saber;0
Como fazer um dicionário de vocabulário controlado;0
Do direito ao UX Design;0
Meu dia a dia como UX Writer;0
International Usability Testing: Why You Need It;0
Stakeholder Analysis for UX Projects;0
Speedrun e Experiência do Usuário;0
O mercado de UX em um ano pandêmico: Atividades e ferramentas;0
Spatial Experience;0
Construindo a dinâmica perfeita;0
Acessibilidade para consumir histórias;0
Sua Majestade, o conteúdo, e seu fiel escudeiro, o UX Writer;0
Collaboration in the Omnichannel Experience;0
Multitasking on Microsoft’s Surface Duo;0
Como projetar a personalidade da sua interface de voz;0
Breve panorama de UX para iniciantes e simpatizantes;0
Research em um projeto de UX;0
RPG e Covid-19: reinventando o lazer entre amigos na pandemia;0
Heurísticas de usabilidade: boas práticas de UX;0
FirstFitness: Simplificando o processo do acompanhamento de treinos;0
UX em startups de software: um retrato no cenário brasileiro;0
O mercado de UX em um ano pandêmico: Salários;0
Cada palavra conta muito no mobile;0
The IAM Leader’s Guide to Biometric Authentication;0
Lean UX Documentation for Tracking and Communicating in Agile;0
PM and UX Have Markedly Different Views of Their Job Responsibilities;0
Perguntas simples para fazer um produto digital mais acessível;0
Novo apoio: World-Class Designer School;0
Quer biscoito? Boas práticas de UX Writing para avisos de cookies;0
3 tipos de métricas de UX para negócios;0
ResearchOps: O quê? Por quê? Como?;0
Do racismo científico ao design inclusivo;0
Common Ground and UX;0
Intranet Design Annual Winner Preview: The UN Intranet-iSeek;0
10 coisas que você deve saber sobre migrar da Academia para UX;0
Liderança em design, é preciso?;0
A importância da renovação de expectativa;0
Design para um cliente complexo;0
E se o controle remoto te ajudasse a encontrar a próxima série no Amazon Prime Video?;0
Left-Side Vertical Navigation on Desktop: Scalable, Responsive, and Easy to Scan;0
Three Levels of Pain Points in Customer Experience;0
Como o design do século XXI se parece;0
Acessibilidade para Todos;0
UX sem ser vulgar: é possível;0
Testes de usabilidade na pandemia;0
Briefing de UX Writing;0
2021 — Calendário das turmas remotas UX-PM;0
Dicas para designers que buscam trabalhar no exterior;0
UX-Roadmapping Workshops: Agenda + Activities;0
Why You Cannot Trust Numbers from Qualitative Usability Studies;0
O que aprendemos sobre acessibilidade em 10 anos?;0
Entrevistando usuários em um Design Sprint;0
UX Design e Comunicação;0
UX Writing: Muito além das palavras;0
Nubank — rebrand. Seguimos inquietos, nos reinventando…;0
A importância de projetarmos produtos digitais acessíveis;0
7 armadilhas para evitar em testes de usabilidade;0
Você está querendo adestrar seu usuário?;0
Derailed Design Critiques: Tactics for Getting Back on Track;0
How Wellcome Trust Developed an Award-Winning Intranet;0
UX Design, Psicologia das cores e BBB;0
